date,ticker,name,peer_group,close_price,daily_return,simulated_esg_score
2023-10-19,NKE,"NIKE, Inc.",,101.49,-0.006938,19.56
2023-10-19,NOW,"ServiceNow, Inc.",,559.98,0.016888,50.49
2023-10-19,NVDA,NVIDIA Corporation,,42.09,-0.002251,90.51
2023-10-19,OXY,Occidental Petroleum Corporation,,65.49,-0.000602,31.83
2023-10-19,PANW,"Palo Alto Networks, Inc.",,253.13,-0.031415,46.0
2023-10-19,PEP,"PepsiCo, Inc.",,155.72,-0.009072,28.31
2023-10-19,PYPL,"PayPal Holdings, Inc.",,54.81,-0.017742,37.55
2023-10-19,RY,Royal Bank of Canada,,79.85,-0.005669,48.61
2023-10-19,SBUX,Starbucks Corporation,,92.08,0.007147,36.06
2023-10-19,SHEL.L,Shell plc,,2635.97,-0.00523,39.61
2023-10-19,SO,The Southern Company,,63.97,-0.002402,54.54
2023-10-19,TDG,TransDigm Group Incorporated,,801.16,-0.01341,74.29
2023-10-19,TJX,"The TJX Companies, Inc.",,88.55,-0.006855,37.26
2023-10-19,TMUS,"T-Mobile US, Inc.",,135.73,-0.013244,51.35
2023-10-19,TSLA,"Tesla, Inc.",,220.11,-0.093003,28.69
2023-10-19,TT,Trane Technologies plc,,189.14,-0.023778,59.56
2023-10-19,UBS,UBS Group AG,,23.44,-0.01394,47.87
2023-10-19,UNP,Union Pacific Corporation,,205.81,0.021416,41.41
2023-10-19,VZ,Verizon Communications Inc.,,30.07,0.017069,46.83
2023-10-19,WMT,Walmart Inc.,,52.88,-0.004767,54.12
2023-10-20,AAPL,Apple Inc.,,172.0,-0.014704,38.59
2023-10-20,ACN,Accenture plc,,293.49,-0.019608,17.66
2023-10-20,ADP,"Automatic Data Processing, Inc.",,236.28,-0.01788,23.29
2023-10-20,AMAT,"Applied Materials, Inc.",,133.11,-0.002306,42.25
2023-10-20,AMZN,"Amazon.com, Inc.",,125.17,-0.025156,58.65
2023-10-20,AVGO,Broadcom Inc.,,84.07,-0.016363,75.26
2023-10-20,BA,The Boeing Company,,180.04,-0.015045,33.47
2023-10-20,BAC,Bank of America Corporation,,25.6,-0.02411,58.34
2023-10-20,C,Citigroup Inc.,,38.1,-0.009486,63.67
2023-10-20,CME,CME Group Inc.,,203.22,-0.006118,25.97
2023-10-20,CSCO,"Cisco Systems, Inc.",,51.65,-0.007314,13.32
2023-10-20,DIS,The Walt Disney Company,,82.0,-0.007207,24.59
2023-10-20,ECL,Ecolab Inc.,,158.34,-0.002557,48.5
2023-10-20,ETN,Eaton Corporation plc,,191.4,-0.029613,45.53
2023-10-20,FCX,Freeport-McMoRan Inc.,,33.56,-0.03832,51.38
2023-10-20,GE,GE Aerospace,,84.19,-0.008135,91.97
2023-10-20,GILD,"Gilead Sciences, Inc.",,74.69,-0.008159,31.09
2023-10-20,GM,General Motors Company,,29.34,0.011251,62.04
2023-10-20,HON,Honeywell International Inc.,,177.36,-0.005212,39.76
2023-10-20,IBM,International Business Machines Corporation,,131.92,-0.006159,44.36
2023-10-20,INTC,Intel Corporation,,34.35,-0.021026,-6.09
2023-10-20,JPM,JPMorgan Chase & Co.,,140.47,-0.016106,59.14
2023-10-20,LLY,Eli Lilly and Company,,580.74,-0.010427,62.6
2023-10-20,LMT,Lockheed Martin Corporation,,432.47,-0.011154,55.48
2023-10-20,MCO,Moody's Corporation,,307.05,-0.006355,46.4
2023-10-20,MDLZ,"Mondelez International, Inc.",,62.93,-0.001713,32.9
2023-10-20,META,"Meta Platforms, Inc.",,307.72,-0.013299,77.68
2023-10-20,MMM,3M Company,,69.22,-0.005858,80.38
2023-10-20,MS,Morgan Stanley,,70.26,0.00288,44.38
2023-10-20,MSFT,Microsoft Corporation,,324.24,-0.014035,37.7
2023-10-20,NKE,"NIKE, Inc.",,101.11,-0.003688,18.99
2023-10-20,NOW,"ServiceNow, Inc.",,542.51,-0.031197,50.53
2023-10-20,NVDA,NVIDIA Corporation,,41.37,-0.016959,90.63
2023-10-20,OXY,Occidental Petroleum Corporation,,64.23,-0.01926,31.78
2023-10-20,PANW,"Palo Alto Networks, Inc.",,243.1,-0.039624,45.8
2023-10-20,PEP,"PepsiCo, Inc.",,155.17,-0.003488,28.46
2023-10-20,PYPL,"PayPal Holdings, Inc.",,53.39,-0.025908,37.85
2023-10-20,RY,Royal Bank of Canada,,78.43,-0.017712,48.98
2023-10-20,SBUX,Starbucks Corporation,,91.86,-0.002436,35.93
2023-10-20,SHEL.L,Shell plc,,2606.82,-0.011059,39.45
2023-10-20,SO,The Southern Company,,63.28,-0.010686,54.53
2023-10-20,TDG,TransDigm Group Incorporated,,793.58,-0.009463,74.43
2023-10-20,TJX,"The TJX Companies, Inc.",,87.83,-0.008127,37.21
2023-10-20,TMUS,"T-Mobile US, Inc.",,134.9,-0.006167,51.44
2023-10-20,TSLA,"Tesla, Inc.",,211.99,-0.036891,29.16
2023-10-20,TT,Trane Technologies plc,,185.14,-0.021169,59.77
2023-10-20,UBS,UBS Group AG,,23.11,-0.013721,48.0
2023-10-20,UNP,Union Pacific Corporation,,206.8,0.004802,41.27
2023-10-20,VZ,Verizon Communications Inc.,,30.06,-0.000317,46.78
2023-10-20,WMT,Walmart Inc.,,52.22,-0.012502,54.16
2023-10-23,AAPL,Apple Inc.,,172.12,0.000694,38.47
2023-10-23,ACN,Accenture plc,,291.46,-0.006936,17.94
2023-10-23,ADP,"Automatic Data Processing, Inc.",,235.77,-0.002152,23.36
2023-10-23,AMAT,"Applied Materials, Inc.",,133.22,0.00082,42.3
2023-10-23,AMZN,"Amazon.com, Inc.",,126.56,0.011105,58.7
2023-10-23,AVGO,Broadcom Inc.,,84.91,0.010063,75.03
2023-10-23,BA,The Boeing Company,,181.03,0.005499,33.86
2023-10-23,BAC,Bank of America Corporation,,24.88,-0.028126,58.63
2023-10-23,C,Citigroup Inc.,,37.34,-0.019909,63.84
2023-10-23,CME,CME Group Inc.,,203.99,0.003759,25.67
2023-10-23,CSCO,"Cisco Systems, Inc.",,50.94,-0.013792,13.35
2023-10-23,DIS,The Walt Disney Company,,82.45,0.005445,24.46
2023-10-23,ECL,Ecolab Inc.,,157.56,-0.004877,48.7
2023-10-23,ETN,Eaton Corporation plc,,192.86,0.007629,45.87
2023-10-23,FCX,Freeport-McMoRan Inc.,,33.19,-0.010921,51.77
2023-10-23,GE,GE Aerospace,,84.67,0.00575,92.12
2023-10-23,GILD,"Gilead Sciences, Inc.",,74.46,-0.003085,30.93
2023-10-23,GM,General Motors Company,,28.9,-0.014835,62.37
2023-10-23,HON,Honeywell International Inc.,,176.58,-0.004412,39.91
2023-10-23,IBM,International Business Machines Corporation,,131.17,-0.005687,44.57
2023-10-23,INTC,Intel Corporation,,33.29,-0.030641,-5.97
2023-10-23,JPM,JPMorgan Chase & Co.,,138.56,-0.013641,59.21
2023-10-23,LLY,Eli Lilly and Company,,572.8,-0.013667,62.35
2023-10-23,LMT,Lockheed Martin Corporation,,434.41,0.00448,55.15
2023-10-23,MCO,Moody's Corporation,,306.5,-0.001777,46.56
2023-10-23,MDLZ,"Mondelez International, Inc.",,62.82,-0.001716,33.19
2023-10-23,META,"Meta Platforms, Inc.",,313.07,0.017366,77.43
2023-10-23,MMM,3M Company,,68.46,-0.010976,80.7
2023-10-23,MS,Morgan Stanley,,68.89,-0.019554,44.84
2023-10-23,MSFT,Microsoft Corporation,,326.87,0.008112,37.53
2023-10-23,NKE,"NIKE, Inc.",,101.25,0.001364,18.53
2023-10-23,NOW,"ServiceNow, Inc.",,541.38,-0.002083,50.59
2023-10-23,NVDA,NVIDIA Corporation,,42.96,0.03837,90.52
2023-10-23,OXY,Occidental Petroleum Corporation,,61.9,-0.036207,31.87
2023-10-23,PANW,"Palo Alto Networks, Inc.",,246.17,0.012629,45.59
2023-10-23,PEP,"PepsiCo, Inc.",,155.25,0.0005,28.56
2023-10-23,PYPL,"PayPal Holdings, Inc.",,53.45,0.001124,38.22
2023-10-23,RY,Royal Bank of Canada,,78.76,0.004199,49.2
2023-10-23,SBUX,Starbucks Corporation,,91.87,0.000106,35.83
2023-10-23,SHEL.L,Shell plc,,2609.68,0.0011,39.29
2023-10-23,SO,The Southern Company,,62.99,-0.004564,54.66
2023-10-23,TDG,TransDigm Group Incorporated,,797.19,0.004546,74.57
2023-10-23,TJX,"The TJX Companies, Inc.",,87.07,-0.008642,37.21
2023-10-23,TMUS,"T-Mobile US, Inc.",,135.63,0.005475,51.48
2023-10-23,TSLA,"Tesla, Inc.",,212.08,0.000425,29.7
2023-10-23,TT,Trane Technologies plc,,185.76,0.003364,59.99
2023-10-23,UBS,UBS Group AG,,23.04,-0.003373,48.11
2023-10-23,UNP,Union Pacific Corporation,,203.29,-0.016939,41.24
2023-10-23,VZ,Verizon Communications Inc.,,29.89,-0.005702,46.75
2023-10-23,WMT,Walmart Inc.,,52.96,0.014172,54.19
2023-10-24,AAPL,Apple Inc.,,172.56,0.002543,38.42
2023-10-24,ACN,Accenture plc,,292.59,0.003899,18.24
2023-10-24,ADP,"Automatic Data Processing, Inc.",,235.08,-0.002944,23.43
2023-10-24,AMAT,"Applied Materials, Inc.",,133.88,0.004991,42.27
2023-10-24,AMZN,"Amazon.com, Inc.",,128.56,0.015803,58.64
2023-10-24,AVGO,Broadcom Inc.,,86.77,0.021909,74.72
2023-10-24,BA,The Boeing Company,,182.36,0.007347,34.12
2023-10-24,BAC,Bank of America Corporation,,24.78,-0.003911,58.9
2023-10-24,C,Citigroup Inc.,,37.38,0.001029,64.0
2023-10-24,CME,CME Group Inc.,,204.6,0.002996,25.39
2023-10-24,CSCO,"Cisco Systems, Inc.",,51.73,0.015517,13.32
2023-10-24,DIS,The Walt Disney Company,,81.91,-0.006498,24.36
2023-10-24,ECL,Ecolab Inc.,,158.65,0.006912,48.82
2023-10-24,ETN,Eaton Corporation plc,,196.97,0.021333,46.11
2023-10-24,FCX,Freeport-McMoRan Inc.,,34.09,0.027156,51.98
2023-10-24,GE,GE Aerospace,,90.17,0.064955,92.07
2023-10-24,GILD,"Gilead Sciences, Inc.",,75.03,0.007607,30.88
2023-10-24,GM,General Motors Company,,28.25,-0.022587,62.79
2023-10-24,HON,Honeywell International Inc.,,177.5,0.005207,40.05
2023-10-24,IBM,International Business Machines Corporation,,132.53,0.010339,44.7
2023-10-24,INTC,Intel Corporation,,34.02,0.021861,-5.96
2023-10-24,JPM,JPMorgan Chase & Co.,,138.72,0.001206,59.29
2023-10-24,LLY,Eli Lilly and Company,,588.48,0.027365,62.06
2023-10-24,LMT,Lockheed Martin Corporation,,429.29,-0.01179,54.87
2023-10-24,MCO,Moody's Corporation,,303.09,-0.011131,46.6
2023-10-24,MDLZ,"Mondelez International, Inc.",,64.36,0.024379,33.31
2023-10-24,META,"Meta Platforms, Inc.",,311.61,-0.00465,77.33
2023-10-24,MMM,3M Company,,72.08,0.052804,80.84
2023-10-24,MS,Morgan Stanley,,68.75,-0.001953,45.28
2023-10-24,MSFT,Microsoft Corporation,,328.07,0.003674,37.3
2023-10-24,NKE,"NIKE, Inc.",,103.59,0.023052,17.99
2023-10-24,NOW,"ServiceNow, Inc.",,554.39,0.024031,50.65
2023-10-24,NVDA,NVIDIA Corporation,,43.65,0.016009,90.36
2023-10-24,OXY,Occidental Petroleum Corporation,,61.62,-0.004616,32.01
2023-10-24,PANW,"Palo Alto Networks, Inc.",,252.07,0.023967,45.29
2023-10-24,PEP,"PepsiCo, Inc.",,157.3,0.013181,28.72
2023-10-24,PYPL,"PayPal Holdings, Inc.",,54.24,0.01478,38.47
2023-10-24,RY,Royal Bank of Canada,,77.87,-0.011315,49.42
2023-10-24,SBUX,Starbucks Corporation,,92.28,0.004459,35.65
2023-10-24,SHEL.L,Shell plc,,2596.3,-0.005127,39.2
2023-10-24,SO,The Southern Company,,63.98,0.015589,54.57
2023-10-24,TDG,TransDigm Group Incorporated,,801.6,0.005529,74.61
2023-10-24,TJX,"The TJX Companies, Inc.",,88.19,0.012793,37.11
2023-10-24,TMUS,"T-Mobile US, Inc.",,138.91,0.024176,51.47
2023-10-24,TSLA,"Tesla, Inc.",,216.52,0.020936,30.06
2023-10-24,TT,Trane Technologies plc,,184.44,-0.007131,60.23
2023-10-24,UBS,UBS Group AG,,23.22,0.008037,48.22
2023-10-24,UNP,Union Pacific Corporation,,201.02,-0.011167,41.21
2023-10-24,VZ,Verizon Communications Inc.,,32.66,0.092705,46.41
2023-10-24,WMT,Walmart Inc.,,53.69,0.013912,54.17
2023-10-25,AAPL,Apple Inc.,,170.23,-0.013492,38.37
2023-10-25,ACN,Accenture plc,,289.22,-0.011517,18.59
2023-10-25,ADP,"Automatic Data Processing, Inc.",,213.45,-0.091994,23.79
2023-10-25,AMAT,"Applied Materials, Inc.",,129.13,-0.035508,42.38
2023-10-25,AMZN,"Amazon.com, Inc.",,121.39,-0.055772,58.83
2023-10-25,AVGO,Broadcom Inc.,,83.67,-0.035728,74.55
2023-10-25,BA,The Boeing Company,,177.73,-0.025389,34.41
2023-10-25,BAC,Bank of America Corporation,,24.86,0.003141,59.18
2023-10-25,C,Citigroup Inc.,,37.07,-0.00822,64.24
2023-10-25,CME,CME Group Inc.,,204.44,-0.000794,25.09
2023-10-25,CSCO,"Cisco Systems, Inc.",,51.14,-0.011507,13.25
2023-10-25,DIS,The Walt Disney Company,,79.96,-0.023861,24.3
2023-10-25,ECL,Ecolab Inc.,,157.09,-0.00986,49.11
2023-10-25,ETN,Eaton Corporation plc,,192.62,-0.02209,46.47
2023-10-25,FCX,Freeport-McMoRan Inc.,,33.52,-0.016851,52.23
2023-10-25,GE,GE Aerospace,,88.25,-0.021299,92.02
2023-10-25,GILD,"Gilead Sciences, Inc.",,75.26,0.003071,30.78
2023-10-25,GM,General Motors Company,,28.69,0.015756,63.19
2023-10-25,HON,Honeywell International Inc.,,174.2,-0.018572,40.16
2023-10-25,IBM,International Business Machines Corporation,,131.84,-0.005153,44.76
2023-10-25,INTC,Intel Corporation,,32.29,-0.050882,-5.71
2023-10-25,JPM,JPMorgan Chase & Co.,,137.97,-0.005454,59.48
2023-10-25,LLY,Eli Lilly and Company,,582.55,-0.010077,61.78
2023-10-25,LMT,Lockheed Martin Corporation,,435.9,0.015401,54.62
2023-10-25,MCO,Moody's Corporation,,311.67,0.028304,46.63
2023-10-25,MDLZ,"Mondelez International, Inc.",,64.49,0.002136,33.48
2023-10-25,META,"Meta Platforms, Inc.",,298.63,-0.041657,77.36
2023-10-25,MMM,3M Company,,71.5,-0.0081,80.98
2023-10-25,MS,Morgan Stanley,,68.6,-0.002236,45.73
2023-10-25,MSFT,Microsoft Corporation,,338.13,0.030678,36.94
2023-10-25,NKE,"NIKE, Inc.",,101.97,-0.015592,17.5
2023-10-25,NOW,"ServiceNow, Inc.",,530.17,-0.043688,50.8
2023-10-25,NVDA,NVIDIA Corporation,,41.77,-0.043149,90.31
2023-10-25,OXY,Occidental Petroleum Corporation,,62.34,0.011834,32.06
2023-10-25,PANW,"Palo Alto Networks, Inc.",,244.79,-0.028881,45.12
2023-10-25,PEP,"PepsiCo, Inc.",,157.45,0.000986,28.84
2023-10-25,PYPL,"PayPal Holdings, Inc.",,51.49,-0.050701,38.87
2023-10-25,RY,Royal Bank of Canada,,77.58,-0.00374,49.67
2023-10-25,SBUX,Starbucks Corporation,,91.67,-0.006553,35.62
2023-10-25,SHEL.L,Shell plc,,2597.74,0.000552,39.09
2023-10-25,SO,The Southern Company,,64.13,0.002408,54.58
2023-10-25,TDG,TransDigm Group Incorporated,,789.26,-0.01539,74.73
2023-10-25,TJX,"The TJX Companies, Inc.",,87.69,-0.005701,37.12
2023-10-25,TMUS,"T-Mobile US, Inc.",,138.84,-0.000567,51.53
2023-10-25,TSLA,"Tesla, Inc.",,212.42,-0.018936,30.45
2023-10-25,TT,Trane Technologies plc,,182.32,-0.011471,60.49
2023-10-25,UBS,UBS Group AG,,23.18,-0.001679,48.42
2023-10-25,UNP,Union Pacific Corporation,,200.81,-0.001071,41.17
2023-10-25,VZ,Verizon Communications Inc.,,32.08,-0.017784,46.24
2023-10-25,WMT,Walmart Inc.,,53.53,-0.003001,54.21
2023-10-26,AAPL,Apple Inc.,,166.04,-0.024606,38.45
2023-10-26,ACN,Accenture plc,,288.59,-0.002187,18.82
2023-10-26,ADP,"Automatic Data Processing, Inc.",,213.95,0.002336,24.13
2023-10-26,AMAT,"Applied Materials, Inc.",,129.85,0.005611,42.49
2023-10-26,AMZN,"Amazon.com, Inc.",,119.57,-0.014993,59.09
2023-10-26,AVGO,Broadcom Inc.,,81.42,-0.026929,74.52
2023-10-26,BA,The Boeing Company,,179.09,0.007652,34.72
2023-10-26,BAC,Bank of America Corporation,,25.41,0.022309,59.29
2023-10-26,C,Citigroup Inc.,,37.77,0.018907,64.38
2023-10-26,CME,CME Group Inc.,,205.73,0.006306,24.9
2023-10-26,CSCO,"Cisco Systems, Inc.",,50.13,-0.019656,13.35
2023-10-26,DIS,The Walt Disney Company,,79.16,-0.010051,24.37
2023-10-26,ECL,Ecolab Inc.,,156.84,-0.001576,49.3
2023-10-26,ETN,Eaton Corporation plc,,193.92,0.006761,46.73
2023-10-26,FCX,Freeport-McMoRan Inc.,,33.39,-0.003842,52.41
2023-10-26,GE,GE Aerospace,,86.35,-0.021583,92.07
2023-10-26,GILD,"Gilead Sciences, Inc.",,75.37,0.001403,30.63
2023-10-26,GM,General Motors Company,,28.24,-0.015857,63.58
2023-10-26,HON,Honeywell International Inc.,,172.21,-0.011399,40.36
2023-10-26,IBM,International Business Machines Corporation,,138.27,0.048731,44.85
2023-10-26,INTC,Intel Corporation,,31.99,-0.009443,-5.55
2023-10-26,JPM,JPMorgan Chase & Co.,,138.32,0.002564,59.64
2023-10-26,LLY,Eli Lilly and Company,,564.31,-0.031307,61.66
2023-10-26,LMT,Lockheed Martin Corporation,,434.22,-0.003842,54.43
2023-10-26,MCO,Moody's Corporation,,307.53,-0.013269,46.67
2023-10-26,MDLZ,"Mondelez International, Inc.",,64.45,-0.000609,33.65
2023-10-26,META,"Meta Platforms, Inc.",,287.48,-0.037325,77.46
2023-10-26,MMM,3M Company,,70.9,-0.008279,81.17
2023-10-26,MS,Morgan Stanley,,69.24,0.009384,46.09
2023-10-26,MSFT,Microsoft Corporation,,325.45,-0.037514,36.76
2023-10-26,NKE,"NIKE, Inc.",,98.5,-0.033997,15.17
2023-10-26,NOW,"ServiceNow, Inc.",,550.95,0.039195,50.79
2023-10-26,NVDA,NVIDIA Corporation,,40.31,-0.034778,90.43
2023-10-26,OXY,Occidental Petroleum Corporation,,62.34,0.0,32.18
2023-10-26,PANW,"Palo Alto Networks, Inc.",,237.19,-0.031047,45.09
2023-10-26,PEP,"PepsiCo, Inc.",,156.54,-0.00579,29.05
2023-10-26,PYPL,"PayPal Holdings, Inc.",,51.75,0.005049,39.1
2023-10-26,RY,Royal Bank of Canada,,78.16,0.007458,49.79
2023-10-26,SBUX,Starbucks Corporation,,90.38,-0.014149,35.58
2023-10-26,SHEL.L,Shell plc,,2569.54,-0.010854,38.99
2023-10-26,SO,The Southern Company,,64.66,0.008257,54.64
2023-10-26,TDG,TransDigm Group Incorporated,,788.99,-0.000342,74.87
2023-10-26,TJX,"The TJX Companies, Inc.",,86.68,-0.011467,37.16
2023-10-26,TMUS,"T-Mobile US, Inc.",,140.68,0.013263,51.44
2023-10-26,TSLA,"Tesla, Inc.",,205.76,-0.031353,30.87
2023-10-26,TT,Trane Technologies plc,,185.3,0.016321,60.68
2023-10-26,UBS,UBS Group AG,,23.0,-0.007987,48.5
2023-10-26,UNP,Union Pacific Corporation,,197.89,-0.014521,41.17
2023-10-26,VZ,Verizon Communications Inc.,,32.82,0.023152,45.95
2023-10-26,WMT,Walmart Inc.,,53.21,-0.006083,54.21
2023-10-27,AAPL,Apple Inc.,,167.36,0.007969,38.49
2023-10-27,ACN,Accenture plc,,286.61,-0.006848,18.97
2023-10-27,ADP,"Automatic Data Processing, Inc.",,210.04,-0.018278,24.5
2023-10-27,AMAT,"Applied Materials, Inc.",,130.31,0.003516,42.61
2023-10-27,AMZN,"Amazon.com, Inc.",,127.74,0.068328,59.04
2023-10-27,AVGO,Broadcom Inc.,,82.56,0.014043,74.46
2023-10-27,BA,The Boeing Company,,179.69,0.00335,35.04
2023-10-27,BAC,Bank of America Corporation,,24.49,-0.036371,59.53
2023-10-27,C,Citigroup Inc.,,36.72,-0.027961,64.56
2023-10-27,CME,CME Group Inc.,,199.61,-0.029708,24.72
2023-10-27,CSCO,"Cisco Systems, Inc.",,50.32,0.003699,13.47
2023-10-27,DIS,The Walt Disney Company,,78.71,-0.005641,24.45
2023-10-27,ECL,Ecolab Inc.,,155.87,-0.006186,49.44
2023-10-27,ETN,Eaton Corporation plc,,192.7,-0.006309,47.06
2023-10-27,FCX,Freeport-McMoRan Inc.,,33.35,-0.001187,52.58
2023-10-27,GE,GE Aerospace,,84.4,-0.022518,92.13
2023-10-27,GILD,"Gilead Sciences, Inc.",,73.56,-0.023949,30.56
2023-10-27,GM,General Motors Company,,26.92,-0.046585,64.1
2023-10-27,HON,Honeywell International Inc.,,173.13,0.005339,40.5
2023-10-27,IBM,International Business Machines Corporation,,137.08,-0.008625,44.84
2023-10-27,INTC,Intel Corporation,,34.96,0.092866,-5.61
2023-10-27,JPM,JPMorgan Chase & Co.,,133.34,-0.036019,59.77
2023-10-27,LLY,Eli Lilly and Company,,556.49,-0.013853,61.56
2023-10-27,LMT,Lockheed Martin Corporation,,431.71,-0.005785,54.2
2023-10-27,MCO,Moody's Corporation,,299.48,-0.026186,46.8
2023-10-27,MDLZ,"Mondelez International, Inc.",,63.83,-0.009749,33.89
2023-10-27,META,"Meta Platforms, Inc.",,295.84,0.029062,77.53
2023-10-27,MMM,3M Company,,70.0,-0.012747,81.44
2023-10-27,MS,Morgan Stanley,,67.64,-0.023172,46.53
2023-10-27,MSFT,Microsoft Corporation,,327.35,0.005856,36.69
2023-10-27,NKE,"NIKE, Inc.",,96.49,-0.020396,14.98
2023-10-27,NOW,"ServiceNow, Inc.",,554.01,0.005554,50.75
2023-10-27,NVDA,NVIDIA Corporation,,40.49,0.004315,90.51
2023-10-27,OXY,Occidental Petroleum Corporation,,61.32,-0.016437,32.33
2023-10-27,PANW,"Palo Alto Networks, Inc.",,238.79,0.006746,44.95
2023-10-27,PEP,"PepsiCo, Inc.",,154.8,-0.01109,29.3
2023-10-27,PYPL,"PayPal Holdings, Inc.",,50.39,-0.02628,39.54
2023-10-27,RY,Royal Bank of Canada,,76.68,-0.018946,49.96
2023-10-27,SBUX,Starbucks Corporation,,89.74,-0.007014,35.56
2023-10-27,SHEL.L,Shell plc,,2581.01,0.004464,38.88
2023-10-27,SO,The Southern Company,,64.05,-0.009381,54.61
2023-10-27,TDG,TransDigm Group Incorporated,,790.0,0.001284,75.06
2023-10-27,TJX,"The TJX Companies, Inc.",,85.95,-0.008416,37.16
2023-10-27,TMUS,"T-Mobile US, Inc.",,137.86,-0.020019,51.49
2023-10-27,TSLA,"Tesla, Inc.",,207.3,0.007484,31.28
2023-10-27,TT,Trane Technologies plc,,182.59,-0.014619,60.96
2023-10-27,UBS,UBS Group AG,,22.76,-0.01017,48.64
2023-10-27,UNP,Union Pacific Corporation,,197.38,-0.002571,41.14
2023-10-27,VZ,Verizon Communications Inc.,,31.84,-0.029881,45.83
2023-10-27,WMT,Walmart Inc.,,53.01,-0.003709,54.22
2023-10-30,AAPL,Apple Inc.,,169.42,0.012305,38.54
2023-10-30,ACN,Accenture plc,,289.24,0.009171,19.16
2023-10-30,ADP,"Automatic Data Processing, Inc.",,211.25,0.005772,24.85
2023-10-30,AMAT,"Applied Materials, Inc.",,130.04,-0.002056,42.74
2023-10-30,AMZN,"Amazon.com, Inc.",,132.71,0.038907,58.76
2023-10-30,AVGO,Broadcom Inc.,,82.85,0.003447,74.37
2023-10-30,BA,The Boeing Company,,182.35,0.014803,35.24
2023-10-30,BAC,Bank of America Corporation,,24.99,0.020659,59.71
2023-10-30,C,Citigroup Inc.,,37.38,0.018044,64.72
2023-10-30,CME,CME Group Inc.,,201.81,0.011003,24.57
2023-10-30,CSCO,"Cisco Systems, Inc.",,50.33,0.000194,13.64
2023-10-30,DIS,The Walt Disney Company,,80.05,0.017017,24.32
2023-10-30,ECL,Ecolab Inc.,,157.56,0.010861,49.66
2023-10-30,ETN,Eaton Corporation plc,,195.14,0.012647,47.25
2023-10-30,FCX,Freeport-McMoRan Inc.,,33.72,0.010989,52.78
2023-10-30,GE,GE Aerospace,,87.15,0.032534,92.17
2023-10-30,GILD,"Gilead Sciences, Inc.",,74.66,0.015009,30.47
2023-10-30,GM,General Motors Company,,27.06,0.005143,64.52
2023-10-30,HON,Honeywell International Inc.,,175.82,0.015537,40.61
2023-10-30,IBM,International Business Machines Corporation,,137.18,0.000772,44.8
2023-10-30,INTC,Intel Corporation,,35.1,0.004221,-5.56
2023-10-30,JPM,JPMorgan Chase & Co.,,135.04,0.01275,60.0
2023-10-30,LLY,Eli Lilly and Company,,561.93,0.009782,61.38
2023-10-30,LMT,Lockheed Martin Corporation,,434.1,0.005526,53.87
2023-10-30,MCO,Moody's Corporation,,303.79,0.014406,46.87
2023-10-30,MDLZ,"Mondelez International, Inc.",,64.78,0.014921,33.99
2023-10-30,META,"Meta Platforms, Inc.",,301.75,0.019985,77.47
2023-10-30,MMM,3M Company,,71.6,0.022852,81.54
2023-10-30,MS,Morgan Stanley,,68.65,0.014953,46.85
2023-10-30,MSFT,Microsoft Corporation,,334.8,0.02274,36.35
2023-10-30,NKE,"NIKE, Inc.",,100.26,0.038988,14.58
2023-10-30,NOW,"ServiceNow, Inc.",,568.54,0.026227,50.66
2023-10-30,NVDA,NVIDIA Corporation,,41.15,0.016321,90.55
2023-10-30,OXY,Occidental Petroleum Corporation,,60.77,-0.008999,32.49
2023-10-30,PANW,"Palo Alto Networks, Inc.",,238.55,-0.001005,44.85
2023-10-30,PEP,"PepsiCo, Inc.",,157.38,0.016665,29.37
2023-10-30,PYPL,"PayPal Holdings, Inc.",,51.05,0.013098,39.9
2023-10-30,RY,Royal Bank of Canada,,78.13,0.018928,50.12
2023-10-30,SBUX,Starbucks Corporation,,90.84,0.01228,35.5
2023-10-30,SHEL.L,Shell plc,,2568.11,-0.004999,38.81
2023-10-30,SO,The Southern Company,,64.3,0.003908,54.62
2023-10-30,TDG,TransDigm Group Incorporated,,790.6,0.000757,75.19
2023-10-30,TJX,"The TJX Companies, Inc.",,87.02,0.012387,37.13
2023-10-30,TMUS,"T-Mobile US, Inc.",,139.41,0.011214,51.51
2023-10-30,TSLA,"Tesla, Inc.",,197.36,-0.04795,31.79
2023-10-30,TT,Trane Technologies plc,,185.94,0.018355,61.11
2023-10-30,UBS,UBS Group AG,,23.1,0.014983,48.67
2023-10-30,UNP,Union Pacific Corporation,,201.38,0.020226,41.06
2023-10-30,VZ,Verizon Communications Inc.,,32.96,0.035287,45.61
2023-10-30,WMT,Walmart Inc.,,53.62,0.011479,54.16
2023-10-31,AAPL,Apple Inc.,,169.9,0.002819,38.48
2023-10-31,ACN,Accenture plc,,293.58,0.014998,19.36
2023-10-31,ADP,"Automatic Data Processing, Inc.",,213.35,0.009904,25.18
2023-10-31,AMAT,"Applied Materials, Inc.",,131.35,0.010074,42.85
2023-10-31,AMZN,"Amazon.com, Inc.",,133.09,0.002863,58.62
2023-10-31,AVGO,Broadcom Inc.,,82.86,0.000143,74.33
2023-10-31,BA,The Boeing Company,,186.82,0.024513,35.35
2023-10-31,BAC,Bank of America Corporation,,25.62,0.025302,59.82
2023-10-31,C,Citigroup Inc.,,37.92,0.014385,64.86
2023-10-31,CME,CME Group Inc.,,203.84,0.010079,24.41
